"id_no","binomial","area","lotic","lentic","lentic_only","length","importance","marine","FoodTroph","foodtrophcat","climate_zone","code"
2985,"Enteromius olivaceus",73903.3463935144,1,0,0,NA,NA,NA,NA,NA,1,"LC"
2991,"Sprattus sprattus",2975.97275784544,1,0,0,16,"highly commercial",1,3.01,"Carni.",2,"LC"
2993,"Sandelia bainsii",20201.7675976929,1,1,0,26,"commercial",0,3.65,"Carni.",3,"EN"
2998,"Bathygobius soporator",694691.449097289,1,1,0,15,"of no interest",1,3.71,"Carni.",1,"LC"
3003,"Labeo niloticus",677165.851019473,1,1,0,63,NA,0,2.53,"Omni.",2,"LC"
3004,"Phractura tenuicauda",445129.891607834,1,1,0,NA,NA,NA,NA,NA,1,"LC"
3006,"Mormyrops engystoma",38992.2216121418,1,1,0,NA,NA,NA,NA,NA,1,"LC"
3007,"Greenwoodochromis abeelei",33012.5919769452,NA,NA,0,NA,NA,NA,NA,NA,1,NA
3008,"Enteromius carens",43158.3091127447,1,1,0,NA,NA,NA,NA,NA,1,"LC"
3010,"Enteromius mattozi",101303.284946615,1,1,0,40,NA,0,3.26,"Carni.",2,"LC"
3011,"Haplochromis loati",6427.49045271091,0,1,1,5.19999980926514,NA,0,3.01,"Carni.",1,"DD"
3014,"Lethrinops longipinnis",6876.2660956166,0,1,1,16,"commercial",0,3.35,"Carni.",1,"LC"
3015,"Parakneria spekii",51707.8866783944,1,0,0,NA,NA,NA,NA,NA,1,"LC"
3017,"Thrattidion noctivagus",10556.845318168,1,0,0,2.14000010490417,"of no interest",0,3.3,"Carni.",1,"DD"
3018,"Nothobranchius ocellatus",3492.05333665643,1,1,0,NA,NA,NA,NA,NA,1,"NT"
3020,"Campylomormyrus numenius",451386.484747747,1,1,0,NA,NA,NA,NA,NA,1,"LC"
3023,"Thoracochromis fasciatus",24165.4295824173,NA,NA,0,NA,NA,NA,NA,NA,1,NA
3024,"Synodontis centralis",224566.184792391,1,1,0,NA,NA,NA,NA,NA,1,"LC"
3025,"Steatocranus rouxi",17926.3411309768,1,1,0,NA,NA,NA,NA,NA,1,"DD"
3027,"Mylochromis spilostichus",6876.2660956166,0,1,1,22.2000007629395,"commercial",0,4.2,"Carni.",1,"LC"
3028,"Nothobranchius furzeri",17458.6239921544,1,1,0,NA,NA,NA,NA,NA,2,"LC"
3030,"Pronothobranchius kiyawensis",246483.168298165,0,1,1,NA,NA,NA,NA,NA,2,"EN"
3032,"Labeobarbus seeberi",12795.0361195863,1,0,0,98.6999969482422,"of no interest",0,3.36,"Carni.",2,"NT"
3033,"Brycinus leuciscus",578141.871502859,1,1,0,12,"of no interest",0,3.19,"Carni.",1,"LC"
3035,"Enteromius prionacanthus",209549.171346392,NA,NA,0,NA,NA,NA,NA,NA,1,"LC"
3036,"Haplochromis aeneocolor",14026.4132505725,1,1,0,7.5,NA,0,2.52,"Omni.",1,"VU"
3037,"Enteromius argenteus",25484.3021215407,1,1,0,19.7000007629395," ",0,3.2,"Carni.",2,"LC"
3039,"Cynotilapia aurifrons",253.549496086174,0,1,1,NA,NA,NA,NA,NA,1,"LC"
3040,"Enteromius stanleyi",32604.7058913192,1,1,0,NA,NA,NA,NA,NA,1,"LC"
3042,"Synodontis courteti",85506.8182026103,0,1,1,NA,NA,NA,NA,NA,2,"LC"
3044,"Tylochromis sudanensis",421019.020535694,1,1,0,20,NA,0,2.55,"Omni.",1,"LC"
3045,"Petrotilapia nigra",251.33484814138,0,1,1,12.1999998092651,"commercial",0,NA,NA,1,"LC"
3046,"Trachyglanis minutus",24187.8942900765,1,1,0,NA,NA,NA,NA,NA,1,"DD"
3048,"Bryconaethiops quinquesquamae",40817.9754260405,1,0,0,NA,NA,NA,NA,NA,1,"EN"
3053,"Bathybagrus tetranema",33354.7184506497,0,1,1,NA,NA,NA,NA,NA,1,"LC"
3059,"Petrocephalus gliroides",639159.522007843,1,0,0,NA,NA,NA,NA,NA,2,"DD"
3060,"Micralestes vittatus",79258.0354635419,1,0,0,NA,NA,NA,NA,NA,1,"DD"
3063,"Labeobarbus aspius",12859.0944541663,NA,NA,0,NA,NA,NA,NA,NA,1,"LC"
3065,"Raiamas kheeli",24228.158737704,1,1,0,9.60000038146973,NA,0,NA,NA,1,"DD"
3066,"Scriptaphyosemion bertholdi",31675.2803451677,1,1,0,NA,NA,NA,NA,NA,1,"VU"
3070,"Enteromius miolepis",1968689.09335214,1,1,0,NA,NA,NA,NA,NA,1,"LC"
3071,"Afronemacheilus abyssinicus",17511.475810345,NA,NA,0,NA,NA,NA,NA,NA,1,NA
3072,"Synodontis tessmanni",144623.449303707,NA,NA,0,NA,NA,NA,NA,NA,1,"LC"
3074,"Haplochromis nigricans",75275.99539497,0,1,1,9.39999961853027,NA,0,2.35,"Omni.",1,"DD"
3076,"Caranx latus",3093.35102319719,1,0,0,101,"minor commercial",1,3.88,"Carni.",1,"LC"
3081,"Labeo bottegi",40567.428811496,1,0,0,NA,NA,NA,NA,NA,2,"DD"
3082,"Nannocharax fasciatus",1194863.20377835,1,1,0,6.59999990463257," ",0,3.4,"Carni.",1,"LC"
3091,"Labeobarbus gruveli",2205.56114002838,1,0,0,NA,NA,NA,NA,NA,1,"VU"
3092,"Microsynodontis nasutus",11702.4611430373,1,0,0,3.65000009536743,NA,0,NA,NA,1,"DD"
3098,"Stomatorhinus ater",33867.430888289,1,1,0,NA,NA,NA,NA,NA,1,"DD"
3103,"Clarias gariepinus",4403535.84970463,1,1,0,170,"minor commercial",0,3.5,"Carni.",2,"LC"
3109,"Labeo annectens",1286819.10828496,1,0,0,NA,NA,NA,NA,NA,1,"LC"
3112,"Labeo ansorgii",87210.3857230531,1,1,0,25,NA,0,NA,NA,2,"LC"
3114,"Champsochromis spilorhynchus",7292.64023344102,0,1,1,30,"commercial",0,4.2,"Carni.",1,"EN"
3115,"Haplochromis bayoni",70201.9485614657,0,1,1,15.3999996185303,NA,0,4.2,"Carni.",1,"DD"
3117,"Microctenopoma fasciolatum",473434.630141186,1,1,0,NA,NA,NA,NA,NA,1,"LC"
3125,"Mugil cephalus",245671.848017913,1,1,0,100,"highly commercial",1,2.48,"Omni.",2,"LC"
3126,"Neolebias lozii",5552.70566576389,1,0,0,1.79999995231628,NA,0,3.5,"Carni.",1,"CR"
3128,"Bathyclarias filicibarbis",28950.2249686961,0,1,1,79.1999969482422," ",0,4.06,"Carni.",1,"LC"
3130,"Rhabdalestes aeratis",4560.53903315996,0,1,1,NA,NA,NA,NA,NA,1,"DD"
3131,"Fundulopanchax amieti",41015.0276131556,1,1,0,NA,NA,NA,NA,NA,1,"EN"
3133,"Enteromius serengetiensis",6190.79955568857,1,1,0,4.01999998092651,NA,0,NA,NA,1,"LC"
3138,"Chiloglanis kolente",339.021236158487,1,0,0,2.5699999332428,"of no interest",0,NA,NA,1,"EN"
3140,"Chiloglanis occidentalis",35860.6466070729,1,0,0,NA,NA,NA,NA,NA,1,"LC"
3161,"Chrysichthys levequei",9743.39403627344,1,0,0,NA,NA,NA,NA,NA,1,"EN"
3162,"Parauchenoglanis ngamensis",1044935.04888339,1,1,0,38,"minor commercial",0,3.59,"Carni.",2,"LC"
3163,"Labeo victorianus",215713.072524371,1,1,0,41,"commercial",0,2.41,"Omni.",1,"LC"
3172,"Aphanius stiassnyae",251.249702545048,0,1,1,NA,NA,NA,NA,NA,2,"EN"
3173,"Enteromius venustus",3264.62302633772,1,1,0,NA,NA,NA,NA,NA,1,"DD"
3175,"Labidochromis caeruleus",253.093106922787,0,1,1,NA,NA,NA,NA,NA,1,"LC"
3176,"Fundulopanchax spoorenbergi",3770.48986436419,NA,NA,0,NA,NA,NA,NA,NA,1,"DD"
3179,"Enteromius brevilateralis",9067.78324835414,1,1,0,NA,NA,NA,NA,NA,2,"DD"
3181,"Mylochromis incola",2683.74261882117,0,1,1,19.8999996185303,"commercial",0,3.5,"Carni.",1,"LC"
3184,"Enteromius stigmatopygus",1115123.69090996,1,0,0,NA,NA,NA,NA,NA,2,"LC"
3189,"Micralestes congicus",39840.9319058021,1,1,0,NA,NA,NA,NA,NA,1,"LC"
3192,"Haplochromis tridens",70029.8147067808,0,1,1,11.8999996185303,NA,0,2.76,"Omni.",1,"DD"
3193,"Coptodon spongotroktis",1456.6482365492,0,1,1,NA,NA,NA,NA,NA,1,"CR"
3194,"Fenerbahce formosus",245688.448835234,1,1,0,NA,NA,NA,NA,NA,1,"LC"
3195,"Hydrocynus forskahlii",3608125.94598189,1,1,0,78,"commercial",0,4,"Carni.",1,"LC"
3197,"Distichodus notospilus",736534.811478767,1,1,0,NA,NA,NA,NA,NA,1,"LC"
3201,"Mormyrops nigricans",506722.950380764,1,1,0,NA,NA,NA,NA,NA,1,"LC"
3202,"Nothobranchius foerschi",940.170535368774,1,1,0,NA,NA,NA,NA,NA,1,"VU"
3204,"Coptodon congica",539500.151088555,NA,NA,0,NA,NA,NA,NA,NA,1,NA
3205,"Labeo rosae",272322.894829614,1,1,0,40,NA,0,2.43,"Omni.",2,"LC"
3207,"Scardinius plotizza",258.146720563579,1,1,0,NA,NA,NA,NA,NA,1,"LC"
3208,"Haplochromis pellegrini",70029.8147067808,0,1,1,10.3999996185303,NA,0,3.46,"Carni.",1,"DD"
3210,"Mastacembelus brichardi",36958.546873683,1,0,0,NA,NA,NA,NA,NA,1,"LC"
3211,"Aphanius dispar",1349.33431326137,NA,NA,0,NA,NA,NA,NA,NA,2,"LC"
3215,"Butis butis",6312.86224751933,1,1,0,15,"minor commercial",1,4,"Carni.",1,"LC"
3221,"Zaireichthys lacustris",48046.9708331923,1,1,0,2.21000003814697,NA,0,NA,NA,1,"LC"
3226,"Maylandia callainos",1423.97800331201,NA,NA,0,NA,NA,NA,NA,NA,1,NA
3229,"Otopharynx pachycheilus",83.6918234879036,0,1,1,16.5300006866455,NA,0,NA,NA,1,"VU"
3231,"Labeobarbus nthuwa",4055.46645308257,1,0,0,NA,NA,NA,NA,NA,3,"NT"
3233,"Synodontis afrofischeri",204899.406770146,1,1,0,17.7000007629395,NA,0,3.41,"Carni.",1,"LC"
3237,"Labeobarbus varicostoma",2546.77383606627,1,1,0,NA,NA,NA,NA,NA,1,"DD"
3239,"Scriptaphyosemion guignardi",113306.074513204,1,1,0,NA,NA,NA,NA,NA,1,"LC"
3243,"Mormyrops breviceps",90525.2284313921,1,1,0,NA,NA,NA,NA,NA,1,"LC"
3248,"Bagrus orientalis",202230.681002554,1,1,0,NA,NA,NA,NA,NA,1,"LC"
3249,"Labeo quadribarbis",334173.597176892,1,1,0,NA,NA,NA,NA,NA,1,"LC"
3252,"Synodontis lufirae",28097.8601154605,1,1,0,NA,NA,NA,NA,NA,3,"VU"
3257,"Labeotropheus fuelleborni",6876.2660956166,0,1,1,30,"commercial",0,2.8,"Carni.",1,"LC"
3262,"Ichthyborus quadrilineatus",128016.678630423,1,0,0,NA,NA,NA,NA,NA,1,"VU"
3265,"Micralestes schelly",4369.8999964696,1,1,0,4.8899998664856,NA,0,NA,NA,1,"DD"
3272,"Labeobarbus semireticulatus",9444.38502199769,NA,NA,0,NA,NA,NA,NA,NA,1,"DD"
3274,"Haplochromis macrops",70201.9485614657,0,1,1,9.10000038146973,NA,0,2.78,"Omni.",1,"DD"
3276,"Lestradea perspicax",33012.5919769452,0,1,1,NA,NA,NA,NA,NA,1,"LC"
3278,"Buccochromis heterotaenia",4694.31397546243,0,1,1,40,"commercial",0,4.2,"Carni.",1,"LC"
3279,"Kneria uluguru",24940.3594247701,1,0,0,4.30999994277954,NA,0,2,"Herbi.",1,"VU"
3283,"Paramormyrops tavernei",85287.7662581526,1,1,0,NA,NA,NA,NA,NA,1,"LC"
3286,"Serranochromis jallae",1234697.47779199,1,1,0,39.5999984741211,"minor commercial",0,NA,NA,3,"LC"
3287,"Polypterus congicus",398909.35860968,1,1,0,97,"minor commercial",0,3.3,"Carni.",1,"LC"
3289,"Synodontis schoutedeni",324918.219470555,1,1,0,NA,NA,NA,NA,NA,1,"LC"
3291,"Luciobarbus callensis",105697.293486266,1,1,0,30,"commercial",0,NA,NA,2,"LC"
3296,"Brycinus peringueyi",76087.0596355281,NA,NA,0,NA,NA,NA,NA,NA,3,NA
3301,"Aphanius apodus",44162.0461316259,NA,NA,0,NA,NA,NA,NA,NA,2,NA
3302,"Petrocephalus degeni",258.164537380053,0,1,1,NA,NA,NA,NA,NA,1,"DD"
3310,"Labeo simpsoni",553456.003368248,1,1,0,NA,NA,NA,NA,NA,1,"LC"
3311,"Astatotilapia stappersii",88428.9377745122,1,1,0,NA,NA,NA,NA,NA,1,"LC"
3313,"Nothobranchius niassa",1009.4348259368,1,1,0,2.91000008583069,NA,0,NA,NA,1,"VU"
3317,"Parauchenoglanis buettikoferi",4369.07075902528,1,1,0,NA,NA,NA,NA,NA,1,"CR"
3318,"Synodontis marmoratus",3002.91946512575,NA,NA,0,NA,NA,NA,NA,NA,1,"DD"
3320,"Mylochromis mola",6876.2660956166,0,1,1,18,"commercial",0,3.6,"Carni.",1,"LC"
3322,"Mormyrops lineolatus",166511.80197777,1,1,0,NA,NA,NA,NA,NA,1,"LC"
3329,"Chrysichthys brachynema",33354.7184506497,1,1,0,77,"commercial",0,3.89,"Carni.",1,"LC"
3339,"Bathyclarias rotundifrons",6876.2660956166,0,1,1,NA,NA,NA,NA,NA,1,"LC"
3340,"Labeobarbus girardi",2546.77383606627,1,1,0,NA,NA,NA,NA,NA,1,"DD"
3349,"Tylochromis leonensis",328221.24597943,1,0,0,21.8999996185303,NA,0,2.58,"Omni.",1,"LC"
3351,"Synodontis alberti",625225.114848198,1,1,0,20.2999992370605,"of no interest",0,2.76,"Omni.",1,"LC"
3354,"Enteromius ansorgii",36992.00875028,1,1,0,NA,NA,NA,NA,NA,2,"LC"
3356,"Oreochromis ismailiaensis",3716.18967140879,1,0,0,NA,NA,NA,NA,NA,2,"DD"
3364,"Taeniolethrinops laticeps",6876.2660956166,0,1,1,NA,NA,NA,NA,NA,1,"LC"
3366,"Brycinus affinis",380770.308844539,NA,NA,0,NA,NA,NA,NA,NA,2,NA
3367,"Haplochromis omnicaeruleus",75275.99539497,0,1,1,11.9200000762939,NA,0,2,"Herbi.",1,"LC"
3369,"Chiloglanis elisabethianus",32926.0449056881,1,0,0,NA,NA,NA,NA,NA,1,"VU"
3370,"Aulonocara stonemani",1335.53520547754,0,1,1,5.5,"commercial",0,3.26,"Carni.",1,"LC"
3371,"Mastacembelus paucispinis",180718.24071864,1,1,0,NA,NA,NA,NA,NA,1,"LC"
3377,"Clariallabes simeonsi",9112.10199237926,1,1,0,NA,NA,NA,NA,NA,1,"DD"
3380,"Xiphophorus hellerii",74.6816384931335,1,1,0,14,"highly commercial",0,3.19,"Carni.",3,"LC"
3381,"Haplochromis plagiostoma",70029.8147067808,0,1,1,14.6999998092651,NA,0,4.36,"Carni.",1,"DD"
3384,"Taeniolethrinops praeorbitalis",7292.64023344102,1,1,0,30,"commercial",0,3.2,"Carni.",1,"LC"
3385,"Tramitichromis trilineatus",416.374137824429,0,1,1,14,"commercial",0,3.5,"Carni.",1,"LC"
3387,"Nothobranchius elongatus",2060.56543619452,1,1,0,NA,NA,NA,NA,NA,1,"VU"
3390,"Brycinus imberi",1757047.2160015,1,0,0,19.7999992370605,"subsistence fisheries",0,3.26,"Carni.",1,NA
3393,"Labeobarbus rosae",2546.77383606627,1,1,0,NA,NA,NA,NA,NA,1,"DD"
3397,"Alosa alosa",6220.19842785278,1,0,0,69,"minor commercial",1,3.62,"Carni.",3,"LC"
3401,"Mormyrus niloticus",105361.496972819,1,1,0,NA,NA,NA,NA,NA,1,"NT"
3403,"Paratilapia toddi",144723.960512395,1,1,0,NA,NA,NA,NA,NA,1,"DD"
3405,"Terapon theraps",486296.955173559,1,0,0,30,"minor commercial",1,3.69,"Carni.",1,"LC"
3410,"Pseudosimochromis babaulti",34890.675799273,0,0,0,12," ",0,2,"Herbi.",1,NA
3412,"Enteromius condei",5935.76492371003,NA,NA,0,NA,NA,NA,NA,NA,1,"DD"
3415,"Marcusenius stanleyanus",801380.274383871,1,1,0,NA,NA,NA,NA,NA,1,"LC"
3417,"Aphyosemion tirbaki",13678.4122576408,1,0,0,NA,NA,NA,NA,NA,1,"EN"
3419,"Nyassachromis boadzulu",333.65860636158,0,1,1,14,"commercial",0,3.4,"Carni.",1,"EN"
3420,"Epiplatys duboisi",75550.6080764529,1,0,0,NA,NA,NA,NA,NA,1,"LC"
3422,"Xenotilapia nigrolabiata",33012.5919769452,0,1,1,NA,NA,NA,NA,NA,1,"LC"
3425,"Callopanchax monroviae",19394.6483512069,1,1,0,NA,NA,NA,NA,NA,1,"CR"
3427,"Gasterosteus aculeatus",13633.6796161371,1,1,0,11,"minor commercial",1,3.38000011444092,"Carni.",3,"LC"
3429,"Epiplatys barmoiensis",111205.766409563,1,1,0,NA,NA,NA,NA,NA,1,"LC"
3430,"Petrochromis macrognathus",34890.675799273,0,1,1,17.2000007629395,"of no interest",0,2,"Herbi.",1,"DD"
3434,"Pseudobarbus asper",10545.5770374609,1,0,0,12,"commercial",0,2,"Herbi.",2,"VU"
3435,"Lacustricola katangae",814373.628405635,1,0,0,5," ",0,3.28,"Carni.",3,NA
3439,"Enteromius lukindae",3575.15996173024,1,1,0,NA,NA,NA,NA,NA,1,"DD"
3444,"Nannocharax reidi",7365.08427734965,NA,NA,0,NA,NA,NA,NA,NA,1,"DD"
3447,"Aphyosemion ocellatum",26317.6190871858,1,0,0,NA,NA,NA,NA,NA,1,"LC"
3449,"Labeobarbus cardozoi",137358.120166159,1,1,0,NA,NA,NA,NA,NA,1,"LC"
3451,"Nothobranchius orthonotus",56124.0343943823,1,1,0,10," ",0,3.26,"Carni.",1,"LC"
3454,"Enteromius neglectus",477428.71492285,1,1,0,NA,NA,NA,NA,NA,2,"LC"
3455,"Chrysichthys walkeri",53067.223291786,1,1,0,11.5," ",0,3.2,"Carni.",1,"VU"
3465,"Nothobranchius geminus",681.269114427669,1,1,0,NA,NA,NA,NA,NA,1,"VU"
3466,"Enteromius ditinensis",8197.70880395591,1,0,0,NA,NA,NA,NA,NA,1,"LC"
3469,"Marcusenius fuscus",82646.4597819074,1,1,0,NA,NA,NA,NA,NA,1,"LC"
3473,"Nothobranchius vosseleri",1285.93815109244,1,1,0,4.46000003814697,"of no interest",0,NA,NA,1,"VU"
3478,"Enteromius anniae",3286.86717395399,1,0,0,NA,NA,NA,NA,NA,1,"EN"
3482,"Epiplatys infrafasciatus",78662.2501451799,1,1,0,NA,NA,NA,NA,NA,1,"LC"
3483,"Salmo akairos",1477.66090711624,1,1,0,18.0400009155273,NA,0,2.78,"Omni.",2,"VU"
3484,"Lamprologus callipterus",33012.5919769452,1,1,0,12.3999996185303,"commercial",0,NA,NA,1,"LC"
3485,"Labeobarbus pungweensis",70180.3396338751,1,0,0,NA,NA,NA,NA,NA,1,"LC"
3486,"Haplochromis fusiformis",70029.8147067808,0,1,1,11,NA,0,3.28999996185303,"Carni.",1,"VU"
3487,"Lobochilotes labiatus",33012.5919769452,1,1,0,NA,NA,NA,NA,NA,1,"LC"
3489,"Tropheus duboisi",33012.5919769452,0,1,1,NA,NA,NA,NA,NA,1,"VU"
3491,"Barbopsis devecchii",17769.3641916214,1,0,0,10.3000001907349,NA,0,NA,NA,2,"DD"
3492,"Labeobarbus lufupensis",29820.4565126409,1,1,0,NA,NA,NA,NA,NA,1,"DD"
3493,"Enteromius nyanzae",13765.0428057327,1,1,0,NA,NA,NA,NA,NA,1,"LC"
3501,"Chrysichthys aluuensis",38475.673742301,1,1,0,NA,NA,NA,NA,NA,1,"EN"
3506,"Enteromius zalbiensis",148833.150160624,1,0,0,NA,NA,NA,NA,NA,1,"LC"
3507,"Rhexipanchax kabae",5336.70242042542,1,0,0,4.5,NA,0,NA,NA,1,"VU"
3508,"Lethrinops marginatus",6876.2660956166,0,1,1,11,"commercial",0,3.5,"Carni.",1,"LC"
3511,"Coptodon deckerti",3169.98407785068,0,1,1,NA,NA,NA,NA,NA,1,"CR"
3515,"Campylomormyrus curvirostris",458458.467468457,1,1,0,NA,NA,NA,NA,NA,1,"LC"
3516,"Planiliza alata",139733.095684261,1,0,0,75,"minor commercial",1,2.33,"Omni.",1,"LC"
3517,"Aphyosemion wuendschi",4212.94338000643,1,1,0,NA,NA,NA,NA,NA,1,"DD"
3520,"Aphyosemion fulgens",3356.06478147708,1,1,0,NA,NA,NA,NA,NA,1,"EN"
3521,"Alticorpus macrocleithrum",1089.67648157163,0,1,1,12.6999998092651,"commercial",0,3.5,"Carni.",1,"LC"
3526,"Plicofollis dussumieri",553800.454352804,1,0,0,85,NA,1,4.02,"Carni.",1,"LC"
3527,"Paramphilius trichomycteroides",64766.46181312,1,0,0,NA,NA,NA,NA,NA,1,"LC"
3532,"Mesoborus crocodilus",759789.958790304,1,1,0,NA,NA,NA,NA,NA,1,"LC"
3534,"Enteromius tongaensis",5179.32679852671,NA,NA,0,NA,NA,NA,NA,NA,2,"DD"
3536,"Nothobranchius serengetiensis",2837.89298611956,1,1,0,NA,NA,NA,NA,NA,1,"VU"
3538,"Campylomormyrus tamandua",941590.887397697,1,1,0,NA,NA,NA,NA,NA,1,"LC"
3541,"Fundulopanchax marmoratus",1801.32606590871,1,1,0,NA,NA,NA,NA,NA,1,"EN"
3542,"Lacustricola maculatus",64932.9824868081,NA,NA,0,NA,NA,NA,NA,NA,1,NA
3546,"Stomatorhinus polli",155117.599924725,1,1,0,NA,NA,NA,NA,NA,1,"LC"
3547,"Micralestes fodori",12494.2914183932,0,1,1,NA,NA,NA,NA,NA,1,"LC"
3554,"Mastacembelus ansorgii",9067.78324835414,1,0,0,NA,NA,NA,NA,NA,2,"DD"
3566,"Synodontis fuelleborni",72714.2791921898,1,1,0,NA,NA,NA,NA,NA,1,"LC"
3567,"Hemichromis cerasogaster",26710.8589001328,0,1,1,NA,NA,NA,NA,NA,1,"EN"
3573,"Sarotherodon mvogoi",106117.53744409,1,1,0,NA,NA,NA,NA,NA,1,"LC"
3575,"Scriptaphyosemion brueningi",27132.8678575248,1,1,0,NA,NA,NA,NA,NA,1,"VU"
3576,"Chiloglanis rukwaensis",74258.87955478,1,0,0,NA,NA,NA,NA,NA,1,"VU"
3583,"Cyprinus intha",6904.1190632954,0,1,1,NA,NA,0,NA,NA,3,"EN"
3586,"Synodontis thysi",68944.1662057006,1,0,0,NA,NA,NA,NA,NA,1,"LC"
3589,"Labeo fulakariensis",8241.5677408495,1,1,0,NA,NA,NA,NA,NA,1,"LC"
3591,"Pollimyrus plagiostoma",327309.137449621,1,1,0,NA,NA,NA,NA,NA,1,"LC"
3592,"Sciaenochromis benthicola",3101.36326211259,0,1,1,NA,NA,NA,NA,NA,1,"LC"
3594,"Labeo capensis",299874.951276155,1,0,0,50,"of potential interest",0,2,"Herbi.",2,"LC"
3599,"Channallabes sanghaensis",30373.1964624059,1,1,0,22.1000003814697,"commercial",0,NA,NA,1,"DD"
3603,"Nothobranchius sainthousei",422.645381221539,1,1,0,4.07999992370605,NA,0,NA,NA,1,"EN"
3604,"Fundulopanchax intermittens",7193.91699219597,NA,NA,0,NA,NA,NA,NA,NA,1,"DD"
3608,"Otopharynx ovatus",5271.52924006345,0,1,1,20,"commercial",0,4,"Carni.",1,"LC"
3618,"Coptodon flava",1456.6482365492,NA,NA,0,NA,NA,NA,NA,NA,1,NA
3620,"Orthochromis kasuluensis",2915.88082803946,1,0,0,7.84999990463257,NA,0,2,"Herbi.",1,"EN"
3622,"Synodontis longispinis",7227.3139076865,1,1,0,NA,NA,NA,NA,NA,1,"DD"
3623,"Aphyosemion striatum",92449.8234220125,1,1,0,NA,NA,NA,NA,NA,1,"LC"
3624,"Garra regressus",2946.00893117719,0,1,1,12.1800003051758,"of no interest",0,NA,NA,1,"VU"
3628,"Campylomormyrus alces",328571.905177733,1,1,0,NA,NA,NA,NA,NA,1,"LC"
3629,"Neolamprologus leloupi",34890.675799273,0,1,1,NA,NA,NA,NA,NA,1,"LC"
3630,"Enteromius luikae",62644.2605167729,1,1,0,NA,NA,NA,NA,NA,1,"LC"
3631,"Pantodon buchholzi",904449.934571122,1,1,0,11.8999996185303,"of no interest",0,3.57,"Carni.",1,"LC"
3640,"Corematodus taeniatus",7292.64023344102,0,1,1,19,"commercial",0,4.4,"Carni.",1,"LC"
3644,"Enteromius aliciae",20151.9332749059,1,0,0,NA,NA,NA,NA,NA,1,"VU"
3652,"Labeobarbus dainellii",2946.00893117719,0,1,1,49,NA,0,3.82,"Carni.",1,"DD"
3653,"Mastacembelus vanderwaali",95136.0941942388,1,0,0,15.1000003814697,NA,0,NA,NA,2,"LC"
3656,"Aphyosemion alpha",1979.21397596678,1,0,0,50,"of no interest",0,NA,NA,1,"EN"
3657,"Coptodon bemini",1456.6482365492,0,1,1,NA,NA,NA,NA,NA,1,"CR"
3660,"Gobionellus occidentalis",208091.337948487,1,1,0,NA,NA,NA,NA,NA,1,"LC"
3662,"Marcusenius leopoldianus",191486.048291998,1,1,0,NA,NA,NA,NA,NA,1,"LC"
3665,"Brycinus taeniurus",250594.409750361,NA,NA,0,NA,NA,NA,NA,NA,1,NA
3666,"Lates macrophthalmus",5246.93228194348,1,1,0,NA,NA,NA,NA,NA,1,"VU"
3667,"Garra ornata",285805.133422291,1,0,0,NA,NA,NA,NA,NA,1,"LC"
3672,"Pollimyrus petricolus",535698.62053922,1,1,0,NA,NA,NA,NA,NA,1,"LC"
3673,"Chindongo bellicosus",83.5439592053947,0,1,1,NA,NA,NA,NA,NA,1,"LC"
3677,"Enteromius pygmaeus",2064.99349520955,1,1,0,NA,NA,NA,NA,NA,1,"DD"
3678,"Ctenogobius lepturus",4251.75915186019,1,0,0,NA,NA,NA,NA,NA,1,"LC"
3683,"Xenotilapia ornatipinnis",33012.5919769452,1,1,0,12.5,"commercial",0,3.10999989509583,"Carni.",1,"LC"
3689,"Lethrinops auritus",1919.69855629198,0,1,1,14,"commercial",0,2.98,"Carni.",1,"LC"
3695,"Amphilius rheophilus",22323.2423844414,1,0,0,NA,NA,NA,NA,NA,1,"LC"
3696,"Chiloglanis camarabounyi",1690.36943476936,1,0,0,4.59000015258789,"of no interest",0,NA,NA,1,"VU"
3697,"Nothobranchius taeniopygus",513.731243739937,1,1,0,NA,NA,NA,NA,NA,1,"VU"
3698,"Chiloglanis dialloi",2382.00486476363,1,0,0,NA,NA,NA,NA,NA,1,"EN"
3699,"Chiloglanis kabaensis",1863.25249877813,1,0,0,4.59000015258789,"of no interest",0,NA,NA,1,"EN"
3701,"Chiloglanis longibarbis",2382.00486476363,1,0,0,4.1399998664856,"of no interest",0,NA,NA,1,"EN"
3702,"Chiloglanis pezoldi",2043.28073775009,1,0,0,5.07000017166138,"of no interest",0,NA,NA,1,"EN"
3712,"Aphyosemion riggenbachi",58412.3779098797,1,0,0,NA,NA,NA,NA,NA,1,"LC"
3717,"Amphilius opisthophthalmus",1892.15110422434,1,0,0,NA,NA,NA,NA,NA,1,"DD"
3719,"Scardinius scardafa",258.146720563579,1,1,0,NA,NA,NA,NA,NA,1,"CR"
3721,"Distichodus lusosso",810470.738127802,1,1,0,NA,NA,NA,NA,NA,1,"LC"
3723,"Pseudobarbus burgi",13222.3772651122,1,0,0,12,NA,0,3.3,"Carni.",3,"EN"
3724,"Labeobarbus gananensis",32245.3186482207,1,0,0,NA,NA,NA,NA,NA,2,"DD"
3726,"Labeo maleboensis",3948.6275505585,1,1,0,NA,NA,NA,NA,NA,1,"DD"
3733,"Chiloglanis sanagaensis",74239.4813350712,NA,NA,0,NA,NA,NA,NA,NA,1,"LC"
3735,"Nothobranchius sagittae",258.000665434944,0,1,1,NA,NA,NA,NA,NA,1,"EN"
